,500_500_train,500_500_test
232,250,250
233,250,250
234,250,250
235,250,250
236,250,250
237,250,250
238,250,250
239,250,250
240,250,250
241,250,250
242,250,250
243,250,250
244,250,250
245,250,250
246,250,250
247,250,250
248,250,250
249,250,250
250,250,250
251,251,251
252,250,250
253,250,250
254,250,250
255,250,250
256,253,250
257,253,250
258,257,256
259,253,250
260,255,253
261,255,251
262,263,260
263,255,255
264,264,262
265,254,254
266,258,256
267,258,256
268,286,276
269,296,287
270,284,273
271,336,320
272,347,331
273,355,342
274,404,383
275,363,342
276,365,342
277,437,420
278,339,311
279,449,432
280,365,338
281,432,412
282,432,422
283,422,397
284,466,445
285,413,391
286,462,447
287,408,391
288,472,453
289,406,389
290,454,444
291,435,422
292,449,438
293,458,438
294,467,454
295,431,414
296,441,427
297,466,444
298,466,450
299,466,454
300,468,455
301,480,467
302,425,411
303,471,459
304,413,399
305,464,461
306,445,439
307,457,452
308,451,445
309,452,447
310,468,462
311,441,430
312,478,472
313,464,454
314,464,455
315,466,456
316,465,454
317,480,467
318,468,457
319,482,471
320,471,460
321,486,475
322,415,387
323,488,452
324,421,389
325,474,469
326,448,426
327,479,469
328,480,472
329,472,460
330,486,472
331,478,461
332,483,469
333,466,441
334,474,462
335,467,456
336,484,474
337,482,472
338,486,473
339,478,465
340,486,478
341,480,466
342,486,473
343,485,474
344,468,463
345,487,478
346,476,464
347,485,474
348,481,469
349,482,469
350,486,475
351,488,472
352,472,450
353,487,466
354,472,456
355,493,473
356,480,467
357,484,472
358,485,474
359,479,469
360,489,477
361,486,474
362,494,478
363,482,471
364,493,479
365,490,475
366,486,474
367,493,480
368,490,477
369,492,478
370,493,478
371,470,440
372,495,477
373,488,471
374,487,472
375,494,471
376,473,450
377,494,472
378,484,465
379,489,473
380,494,478
381,491,476
382,492,474
383,477,448
384,492,475
385,491,471
386,491,472
387,494,480
388,489,476
389,493,477
390,488,474
391,487,473
392,490,475
393,491,475
394,490,473
395,493,475
396,495,475
397,495,480
398,491,473
399,493,477
400,491,471
401,494,474
402,495,479
403,495,480
404,490,473
405,495,480
406,492,477
407,495,476
408,494,476
409,495,477
410,495,479
411,495,478
412,495,479
413,494,477
414,496,480
415,496,479
416,497,477
417,496,477
418,496,477
419,496,483
420,495,480
421,496,481
422,495,478
423,495,480
424,497,482
425,496,481
426,496,480
427,496,478
428,497,482
429,496,479
430,497,482
431,492,474
432,497,475
433,495,477
434,495,477
435,495,479
436,496,479
437,497,475
438,496,481
439,497,479
440,497,481
441,497,479
442,498,477
443,490,469
444,497,477
445,498,475
446,496,479
447,499,474
448,497,477
449,497,477
450,497,479
451,493,475
452,497,474
453,498,479
454,498,479
455,497,483
456,496,477
457,497,481
458,497,476
459,497,478
460,495,481
461,495,478
462,494,478
463,494,470
464,495,480
465,496,480
466,496,481
467,497,479
468,494,472
469,496,479
470,498,479
471,496,479
472,497,481
473,498,481
474,498,480
475,497,483
476,498,483
477,498,484
478,498,484
479,498,481
480,498,479
481,496,477
482,498,475
483,494,470
484,495,468
485,497,478
486,497,479
487,496,478
488,498,480
489,499,479
490,497,478
491,499,484
492,496,477
493,493,471
494,497,480
495,495,470
496,499,481
497,490,454
498,498,479
499,491,458
500,498,477
501,499,485
502,495,468
503,497,483
504,494,467
505,499,483
506,498,482
507,498,482
508,498,481
509,498,479
510,497,475
511,498,474
512,498,477
513,497,477
514,497,475
515,498,477
516,497,474
517,497,473
518,497,473
519,499,481
520,499,481
521,499,481
522,499,478
523,499,479
524,499,478
525,499,478
526,499,481
527,498,471
528,498,482
529,496,473
530,496,477
531,499,484
532,493,468
533,498,482
534,492,463
535,498,480
536,494,468
537,497,476
538,498,479
539,497,471
540,498,482
541,497,467
542,499,484
543,499,481
544,500,484
545,499,485
546,500,483
547,499,483
548,499,480
549,500,483
550,500,480
551,500,480
552,500,481
553,497,473
554,500,482
555,498,474
556,498,481
557,499,482
558,499,484
559,499,478
560,500,484
561,500,483
562,500,482
563,500,482
564,500,482
565,500,482
566,500,477
567,500,482
568,500,478
569,500,477
570,500,481
571,500,481
572,500,481
573,500,481
574,500,483
575,500,481
576,500,481
577,499,483
578,500,473
579,500,482
580,499,474
581,500,480
582,500,481
583,499,465
584,500,483
585,500,483
586,500,480
587,500,483
588,500,483
589,500,483
590,500,482
591,500,482
592,500,481
593,500,479
594,500,483
595,496,464
596,500,473
597,500,475
598,500,477
599,500,484
600,500,475
601,500,481
602,500,480
603,499,467
604,500,484
605,499,472
606,500,485
607,500,484
608,500,479
609,500,484
610,500,467
611,500,470
612,500,485
613,496,463
614,499,474
615,500,478
616,500,479
617,500,481
618,500,484
619,500,483
620,500,482
621,500,482
622,500,485
623,499,483
624,500,485
625,500,485
626,500,485
627,498,470
628,500,481
629,500,483
630,498,470
631,499,473
632,500,483
633,500,483
634,500,477
635,500,484
636,500,480
637,500,477
638,499,473
639,500,485
640,500,487
641,499,467
642,500,485
643,500,485
644,500,481
645,500,485
646,500,483
647,500,481
648,500,489
649,500,488
650,500,485
651,500,481
652,500,476
653,499,488
654,500,471
655,500,482
656,500,485
657,500,481
658,500,483
659,500,485
660,500,482
661,500,484
662,500,479
663,499,489
664,500,483
665,500,484
666,500,483
667,500,484
668,500,480
669,500,483
670,500,480
671,500,481
672,500,484
673,500,472
674,499,486
675,500,473
676,500,475
677,500,487
678,500,479
679,500,479
680,500,480
681,500,486
682,500,478
683,500,483
684,500,479
685,500,476
686,500,483
687,500,487
688,500,483
689,499,480
690,500,488
691,500,487
692,500,480
693,500,489
694,500,482
695,500,486
696,500,480
697,500,488
698,500,486
699,500,485
700,500,485
701,499,482
702,500,474
703,499,486
704,500,484
705,500,476
706,499,489
707,500,483
708,499,489
709,500,483
710,500,488
711,500,477
712,499,490
713,500,481
714,500,487
715,499,482
716,499,483
717,498,480
718,499,466
719,500,483
720,500,484
721,499,490
722,499,487
723,500,475
724,499,488
725,500,486
726,500,490
727,500,481
728,500,477
729,500,488
730,500,490
731,500,489
732,499,490
733,500,476
734,500,490
735,499,488
736,500,486
737,500,488
738,500,486
739,500,484
740,500,486
741,500,489
742,500,491
743,499,489
744,500,490
745,500,490
746,499,489
747,500,490
748,499,489
749,500,488
750,500,489
751,500,486
752,500,488
753,500,490
754,500,490
755,500,489
756,500,490
757,500,490
758,499,489
759,500,489
760,499,489
761,500,482
762,500,488
763,499,488
764,500,479
765,499,488
766,500,489
767,500,488
768,499,490
769,499,490
770,499,489
771,500,490
772,500,487
773,499,488
774,500,476
775,499,490
776,500,490
777,499,489
778,500,489
779,500,488
780,499,488
781,500,487
782,499,487
783,500,489
784,500,488
785,500,488
786,500,488
787,499,484
788,500,486
789,500,488
790,500,488
791,500,489
792,500,487
793,500,488
794,500,489
795,500,490
796,500,489
797,498,475
798,499,483
799,500,464
800,500,485
801,500,487
802,499,486
803,499,489
804,499,489
805,499,487
806,499,488
807,498,478
808,499,487
809,499,486
810,499,487
811,499,486
812,499,487
813,500,487
814,499,487
815,500,488
816,499,487
817,500,486
818,499,487
819,500,487
820,499,487
821,500,488
822,500,486
823,500,487
824,500,489
825,499,481
826,500,490
827,499,484
828,500,485
829,499,487
830,500,490
831,499,486
832,500,487
833,499,481
834,500,483
835,500,489
836,500,489
837,500,488
838,500,490
839,500,487
840,500,490
841,500,490
842,500,490
843,500,490
844,500,487
845,500,489
846,500,474
847,500,486
848,500,487
849,500,489
850,500,488
851,500,488
852,500,486
853,500,488
854,500,487
855,500,491
856,500,490
857,500,486
858,500,488
859,500,488
860,500,488
861,500,489
862,500,487
863,500,488
864,500,489
865,500,489
866,500,489
867,500,490
868,500,488
869,500,488
870,500,488
871,500,489
872,499,490
873,500,487
874,500,488
875,500,489
876,500,488
877,500,488
878,500,488
879,500,488
880,500,489
881,500,488
882,500,487
883,500,488
884,500,481
885,500,488
886,500,489
887,500,488
888,500,490
889,500,486
890,500,487
891,500,490
892,500,488
893,500,490
894,500,490
895,500,482
896,499,488
897,500,487
898,500,487
899,499,490
900,500,484
901,500,488
902,500,490
903,500,479
904,500,490
905,500,487
906,500,487
907,500,488
908,500,488
909,500,488
910,500,487
911,500,471
912,499,487
913,500,476
914,500,476
915,500,489
916,500,485
917,500,489
918,500,490
919,500,488
920,500,489
921,500,484
922,500,489
923,500,485
924,500,488
925,500,482
926,500,483
927,500,485
928,500,485
929,500,485
930,500,490
931,500,490
932,500,489
933,500,483
934,500,488
935,500,487
936,500,488
937,500,490
938,500,483
939,500,489
940,500,490
941,500,480
942,500,490
943,500,491
944,500,489
945,500,488
946,500,484
947,500,487
948,500,487
949,500,485
950,500,487
951,500,489
952,500,488
953,500,489
954,500,489
955,500,485
956,500,488
957,500,481
958,500,485
959,500,485
960,500,488
961,500,489
962,500,488
963,500,478
964,500,487
965,500,491
966,500,486
967,500,485
968,500,484
969,500,490
970,500,481
971,500,487
972,500,477
973,500,478
974,500,483
975,500,485
976,500,485
977,500,486
978,500,490
979,500,480
980,500,484
981,500,486
982,499,468
983,500,484
984,500,478
985,500,489
986,500,482
987,500,491
988,500,478
989,500,489
990,500,487
991,500,489
992,499,473
993,500,487
994,500,489
995,500,477
996,500,491
997,500,490
998,500,484
999,500,489
